FlightDate,Day_Of_Week,Airline,Tail_Number,Cancelled,Diverted,Dep_Airport,Dep_CityName,DepTime_label,Dep_Delay,Dep_Delay_Tag,Dep_Delay_Type,Arr_Airport,Arr_CityName,Arr_Delay,Arr_Delay_Type,Flight_Duration,Distance_type,Delay_Carrier,Delay_Weather,Delay_NAS,Delay_Security,Delay_LastAircraft
2023-02-22,3,Alaska Airlines Inc.,N277AK,1.0,0.0,SLC,"Salt Lake City, UT",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N588AS,1.0,0.0,OGG,"Kahului, HI",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N408AS,1.0,0.0,SEA,"Seattle, WA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N552AS,1.0,0.0,SEA,"Seattle, WA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N594AS,1.0,0.0,PDX,"Portland, OR",Afternoon,54.0,1,Low Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N559AS,1.0,0.0,SEA,"Seattle, WA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N282AK,0.0,1.0,BUR,"Burbank, CA",Morning,-7.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N527AS,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,SFO,"San Francisco, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N260AK,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,LAX,"Los Angeles, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N532AS,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,SNA,"Santa Ana, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N523AS,0.0,1.0,SNA,"Santa Ana, CA",Afternoon,-8.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N453AS,1.0,0.0,LAX,"Los Angeles, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N955AK,1.0,0.0,SAN,"San Diego, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N320AS,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,SAN,"San Diego, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N563AS,1.0,0.0,LAX,"Los Angeles, CA",Evening,-4.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N453AS,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,LAX,"Los Angeles, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N913AK,1.0,0.0,SFO,"San Francisco, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N919AK,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,OAK,"Oakland, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N977AK,0.0,1.0,OAK,"Oakland, CA",Afternoon,-8.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N518AS,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,SNA,"Santa Ana, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N518AS,1.0,0.0,SNA,"Santa Ana, CA",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N275AK,0.0,1.0,BUR,"Burbank, CA",Afternoon,4.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N419AS,1.0,0.0,SEA,"Seattle, WA",Evening,0.0,0,No Departure Delay,OAK,"Oakland, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N523AS,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,SNA,"Santa Ana, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N323AS,1.0,0.0,SMF,"Sacramento, CA",Evening,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N519AS,1.0,0.0,PDX,"Portland, OR",Afternoon,4.0,0,No Departure Delay,BUR,"Burbank, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N532AS,1.0,0.0,SNA,"Santa Ana, CA",Evening,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N238AK,1.0,0.0,SJC,"San Jose, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N238AK,1.0,0.0,PDX,"Portland, OR",Afternoon,177.0,1,Hight Departure Delay,SJC,"San Jose, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N977AK,1.0,0.0,PSP,"Palm Springs, CA",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N519AS,1.0,0.0,BUR,"Burbank, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N517AS,1.0,0.0,BUR,"Burbank, CA",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N517AS,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,BUR,"Burbank, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N320AS,1.0,0.0,SAN,"San Diego, CA",Afternoon,13.0,1,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N323AS,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,SMF,"Sacramento, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N644AS,1.0,0.0,SMF,"Sacramento, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N302AS,1.0,0.0,ONT,"Ontario, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N592AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,LAX,"Los Angeles, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N302AS,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,ONT,"Ontario, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N586AS,1.0,0.0,SJC,"San Jose, CA",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N586AS,1.0,0.0,PDX,"Portland, OR",Evening,0.0,0,No Departure Delay,SJC,"San Jose, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N919AK,1.0,0.0,OAK,"Oakland, CA",Evening,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N977AK,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,PSP,"Palm Springs, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-22,3,Alaska Airlines Inc.,N265AK,1.0,0.0,MSY,"New Orleans, LA",Evening,15.0,1,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N285AK,1.0,0.0,SAN,"San Diego, CA",Morning,0.0,0,No Departure Delay,JFK,"New York, NY",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N285AK,1.0,0.0,JFK,"New York, NY",Evening,0.0,0,No Departure Delay,SAN,"San Diego, CA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N469AS,0.0,1.0,JFK,"New York, NY",Morning,-8.0,0,No Departure Delay,SAN,"San Diego, CA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N622AS,1.0,0.0,OTZ,"Kotzebue, AK",Afternoon,0.0,0,No Departure Delay,ANC,"Anchorage, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N622AS,1.0,0.0,ANC,"Anchorage, AK",Morning,0.0,0,No Departure Delay,OTZ,"Kotzebue, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N618AS,0.0,1.0,PSG,"Petersburg, AK",Afternoon,34.0,1,Low Departure Delay,WRG,"Wrangell, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N618AS,1.0,0.0,WRG,"Wrangell, AK",Afternoon,0.0,0,No Departure Delay,KTN,"Ketchikan, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N609AS,1.0,0.0,PSG,"Petersburg, AK",Afternoon,0.0,0,No Departure Delay,JNU,"Juneau, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N609AS,0.0,1.0,WRG,"Wrangell, AK",Morning,572.0,1,Hight Departure Delay,PSG,"Petersburg, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N612AS,1.0,0.0,JNU,"Juneau, AK",Evening,0.0,0,No Departure Delay,SIT,"Sitka, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N612AS,1.0,0.0,ANC,"Anchorage, AK",Evening,0.0,0,No Departure Delay,JNU,"Juneau, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N516AS,1.0,0.0,ANC,"Anchorage, AK",Morning,0.0,0,No Departure Delay,OME,"Nome, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N516AS,1.0,0.0,OME,"Nome, AK",Afternoon,0.0,0,No Departure Delay,ANC,"Anchorage, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N516AS,1.0,0.0,OTZ,"Kotzebue, AK",Evening,0.0,0,No Departure Delay,ANC,"Anchorage, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N516AS,1.0,0.0,ANC,"Anchorage, AK",Afternoon,0.0,0,No Departure Delay,OME,"Nome, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N516AS,1.0,0.0,OME,"Nome, AK",Afternoon,0.0,0,No Departure Delay,OTZ,"Kotzebue, AK",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N238AK,1.0,0.0,ANC,"Anchorage, AK",Night,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N978AK,1.0,0.0,EWR,"Newark, NJ",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N978AK,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,EWR,"Newark, NJ",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N413AS,0.0,1.0,EWR,"Newark, NJ",Evening,26.0,1,Low Departure Delay,SFO,"San Francisco, CA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N926AK,1.0,0.0,EWR,"Newark, NJ",Evening,0.0,0,No Departure Delay,SAN,"San Diego, CA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N926AK,1.0,0.0,SAN,"San Diego, CA",Morning,0.0,0,No Departure Delay,EWR,"Newark, NJ",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N934AK,1.0,0.0,MCO,"Orlando, FL",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N302AS,1.0,0.0,DFW,"Dallas/Fort Worth, TX",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N238AK,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,DTW,"Detroit, MI",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N238AK,1.0,0.0,DTW,"Detroit, MI",Evening,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N469AS,1.0,0.0,SAN,"San Diego, CA",Afternoon,0.0,0,No Departure Delay,AUS,"Austin, TX",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N469AS,1.0,0.0,AUS,"Austin, TX",Evening,0.0,0,No Departure Delay,SAN,"San Diego, CA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N408AS,1.0,0.0,MCO,"Orlando, FL",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N428AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,BOS,"Boston, MA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N494AS,1.0,0.0,MSP,"Minneapolis, MN",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N302AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,DFW,"Dallas/Fort Worth, TX",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N934AK,1.0,0.0,MCO,"Orlando, FL",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N283AK,1.0,0.0,MSP,"Minneapolis, MN",Afternoon,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N283AK,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,MSP,"Minneapolis, MN",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N528AS,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,PHL,"Philadelphia, PA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N528AS,1.0,0.0,PHL,"Philadelphia, PA",Afternoon,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N955AK,1.0,0.0,ORD,"Chicago, IL",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N978AK,1.0,0.0,AUS,"Austin, TX",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N955AK,1.0,0.0,PDX,"Portland, OR",Night,0.0,0,No Departure Delay,ORD,"Chicago, IL",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N506AS,1.0,0.0,SEA,"Seattle, WA",Evening,0.0,0,No Departure Delay,MCI,"Kansas City, MO",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N302AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,PHX,"Phoenix, AZ",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N302AS,1.0,0.0,PHX,"Phoenix, AZ",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N315AS,1.0,0.0,LAS,"Las Vegas, NV",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N315AS,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,LAS,"Las Vegas, NV",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N461AS,1.0,0.0,LAS,"Las Vegas, NV",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N557AS,1.0,0.0,PHX,"Phoenix, AZ",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N594AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,LAS,"Las Vegas, NV",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N946AK,1.0,0.0,DEN,"Denver, CO",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N946AK,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,DEN,"Denver, CO",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N260AK,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,ABQ,"Albuquerque, NM",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N977AK,1.0,0.0,PHX,"Phoenix, AZ",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N557AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,PHX,"Phoenix, AZ",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N594AS,1.0,0.0,LAS,"Las Vegas, NV",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N237AK,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,DEN,"Denver, CO",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N237AK,1.0,0.0,DEN,"Denver, CO",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N568AS,1.0,0.0,SEA,"Seattle, WA",Afternoon,0.0,0,No Departure Delay,OGG,"Kahului, HI",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N588AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,OGG,"Kahului, HI",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N929AK,1.0,0.0,HNL,"Honolulu, HI",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N448AS,0.0,1.0,HNL,"Honolulu, HI",Evening,77.0,1,Hight Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N491AS,1.0,0.0,PDX,"Portland, OR",Afternoon,0.0,0,No Departure Delay,HNL,"Honolulu, HI",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N491AS,1.0,0.0,HNL,"Honolulu, HI",Evening,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N929AK,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,HNL,"Honolulu, HI",0.0,No Arrival Delay,0.0,Medium Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N559AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N323AS,1.0,0.0,SEA,"Seattle, WA",Morning,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N260AK,1.0,0.0,SEA,"Seattle, WA",Afternoon,0.0,0,No Departure Delay,PDX,"Portland, OR",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N552AS,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
2023-02-23,4,Alaska Airlines Inc.,N260AK,1.0,0.0,PDX,"Portland, OR",Morning,0.0,0,No Departure Delay,SEA,"Seattle, WA",0.0,No Arrival Delay,0.0,Short Haul,0.0,0.0,0.0,0.0,0.0
